transaction_id,date,description,payee,amount,channel
TXN0445,2026-03-14 12:18:00,Transfer,Ravi Kumar,11757,IMPS
TXN0637,2026-03-14 15:45:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0235,2026-03-14 19:59:00,Shopping,Book Shop,4219,UPI
TXN0949,2026-03-14 21:12:00,Shopping,Book Shop,3045,NEFT
TXN0905,2026-03-14 21:17:00,Transfer,Ravi Kumar,1439,IMPS
TXN0737,2026-03-15 08:17:00,Bills,Electricity Board,4027,UPI
TXN0431,2026-03-15 09:18:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0617,2026-03-15 10:04:00,Bills,Mobile Recharge,4949,UPI
TXN0507,2026-03-15 14:05:00,Shopping,Book Shop,6896,UPI
TXN0073,2026-03-15 15:13:00,Transfer,Ravi Kumar,10105,IMPS
TXN0580,2026-03-15 17:09:00,Grocery,SuperMart,740,UPI
TXN0303,2026-03-15 19:33:00,Bills,Electricity Board,1794,UPI
TXN0635,2026-03-16 08:38:00,Grocery,SuperMart,1522,UPI
TXN0619,2026-03-16 08:43:00,Food,Restaurant A,1662,UPI
TXN0411,2026-03-16 09:57:00,Travel,Uber,235,UPI
TXN0572,2026-03-16 14:33:00,Shopping,Book Shop,5541,NEFT
TXN0862,2026-03-16 17:46:00,Food,Restaurant A,1253,UPI
TXN0503,2026-03-17 11:26:00,Grocery,SuperMart,1117,UPI
TXN0215,2026-03-17 11:52:00,Food,Cafe Coffee,567,UPI
TXN0319,2026-03-17 13:34:00,Transfer,Ravi Kumar,7807,UPI
TXN0811,2026-03-17 15:05:00,Health,Pharmacy,1003,UPI
TXN0642,2026-03-17 17:41:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0309,2026-03-17 19:56:00,Food,Restaurant A,244,UPI
TXN0323,2026-03-17 20:44:00,Shopping,Book Shop,3274,UPI
TXN0816,2026-03-18 08:45:00,Shopping,Priya Stores,6322,UPI
TXN0538,2026-03-18 10:41:00,Transfer,Ravi Kumar,11448,UPI
TXN0699,2026-03-18 14:25:00,Shopping,Amazon,6680,NEFT
TXN0564,2026-03-18 15:44:00,Grocery,Fresh Market,545,UPI
TXN0128,2026-03-18 16:39:00,Food,Restaurant A,1565,UPI
TXN0275,2026-03-18 18:01:00,Bills,Mobile Recharge,5906,UPI
TXN0228,2026-03-18 18:02:00,Travel,Uber,1400,UPI
TXN0305,2026-03-18 18:54:00,Travel,Uber,2977,UPI
TXN0216,2026-03-19 08:14:00,Transfer,Ravi Kumar,9751,UPI
TXN0710,2026-03-19 08:15:00,Shopping,Flipkart,2056,UPI
TXN0484,2026-03-19 10:04:00,Grocery,SuperMart,1276,UPI
TXN0692,2026-03-19 10:26:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0906,2026-03-19 11:30:00,Bills,Electricity Board,5471,UPI
TXN0778,2026-03-19 12:34:00,Travel,Ola,747,UPI
TXN0360,2026-03-19 15:49:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0563,2026-03-19 16:14:00,Shopping,Flipkart,7092,NEFT
TXN0335,2026-03-19 16:24:00,Grocery,Fresh Market,698,UPI
TXN0649,2026-03-19 17:56:00,Transfer,Ravi Kumar,10386,UPI
TXN0243,2026-03-19 19:56:00,Travel,Uber,1265,UPI
TXN0952,2026-03-19 20:37:00,Bills,Mobile Recharge,2487,UPI
TXN0959,2026-03-20 09:46:00,Shopping,Flipkart,4840,UPI
TXN0210,2026-03-20 12:17:00,Shopping,Flipkart,1488,UPI
TXN0715,2026-03-20 12:27:00,Food,Cafe Coffee,1250,UPI
TXN0768,2026-03-20 15:35:00,Food,Cafe Coffee,1759,UPI
TXN0516,2026-03-20 15:36:00,Bills,Mobile Recharge,3990,UPI
TXN0241,2026-03-20 18:09:00,Transfer,Ravi Kumar,10325,NEFT
TXN0921,2026-03-21 09:20:00,Bills,Electricity Board,2164,UPI
TXN0387,2026-03-21 13:47:00,Food,Cafe Coffee,212,UPI
TXN0051,2026-03-21 14:48:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0265,2026-03-21 17:24:00,Grocery,SuperMart,1971,UPI
TXN0924,2026-03-21 19:55:00,Travel,Uber,1127,UPI
TXN0416,2026-03-21 20:43:00,Food,Cafe Coffee,653,UPI
TXN0317,2026-03-21 21:27:00,Travel,Ola,286,UPI
TXN0463,2026-03-21 21:48:00,Shopping,Priya Stores,4342,UPI
TXN0752,2026-03-22 08:16:00,Shopping,Flipkart,5308,UPI
TXN0076,2026-03-22 08:58:00,Grocery,SuperMart,2252,UPI
TXN0834,2026-03-22 10:00:00,Shopping,Flipkart,3001,UPI
TXN0211,2026-03-22 10:02:00,Transfer,Ravi Kumar,9779,IMPS
TXN0610,2026-03-22 10:57:00,Travel,Ola,2333,UPI
TXN0083,2026-03-22 12:27:00,Shopping,Flipkart,5986,NEFT
TXN0971,2026-03-22 14:56:00,Grocery,Fresh Market,2495,UPI
TXN0409,2026-03-22 17:49:00,Travel,Uber,2498,UPI
TXN0086,2026-03-22 20:49:00,Health,Pharmacy,894,UPI
TXN0967,2026-03-22 21:40:00,Travel,Uber,1486,UPI
TXN0717,2026-03-23 11:28:00,Food,Cafe Coffee,840,UPI
TXN0968,2026-03-23 15:43:00,Food,Restaurant A,678,UPI
TXN0289,2026-03-23 18:41:00,Transfer,Ravi Kumar,8994,IMPS
TXN0281,2026-03-23 20:42:00,Travel,Ola,1711,UPI
TXN0257,2026-03-24 09:58:00,Shopping,Priya Stores,3811,UPI
TXN0630,2026-03-24 12:52:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0246,2026-03-24 18:18:00,Food,Restaurant A,252,UPI
TXN0253,2026-03-24 19:26:00,Grocery,Fresh Market,958,UPI
TXN0404,2026-03-25 10:02:00,Grocery,SuperMart,2337,UPI
TXN0976,2026-03-25 10:31:00,Grocery,Fresh Market,1316,UPI
TXN0412,2026-03-25 10:55:00,Shopping,Priya Stores,5563,NEFT
TXN0593,2026-03-25 18:27:00,Food,Cafe Coffee,532,UPI
TXN0393,2026-03-25 21:15:00,Bills,Mobile Recharge,5384,UPI
TXN0057,2026-03-26 09:12:00,Bills,Electricity Board,2449,UPI
TXN0444,2026-03-26 09:36:00,Bills,Electricity Board,3666,UPI
TXN0254,2026-03-26 15:01:00,Transfer,Ravi Kumar,9117,NEFT
TXN0820,2026-03-26 17:33:00,Travel,Uber,2042,UPI
TXN0350,2026-03-26 21:12:00,Shopping,Amazon,6960,UPI
TXN0804,2026-03-26 21:35:00,Travel,Uber,583,UPI
TXN0958,2026-03-27 08:01:00,Shopping,Priya Stores,5884,NEFT
TXN0784,2026-03-27 18:35:00,Travel,Uber,1499,UPI
TXN0417,2026-03-27 21:17:00,Shopping,Amazon,1125,UPI
TXN0110,2026-03-27 21:21:00,Health,Pharmacy,3672,UPI
TXN0933,2026-03-27 21:46:00,Travel,Uber,1264,UPI
TXN0198,2026-03-28 08:29:00,Travel,Ola,1481,UPI
TXN0595,2026-03-28 16:39:00,Shopping,Book Shop,4675,NEFT
TXN0588,2026-03-28 17:31:00,Food,Cafe Coffee,1746,UPI
TXN0558,2026-03-28 17:37:00,Grocery,SuperMart,416,UPI
TXN0173,2026-03-28 20:59:00,Health,Pharmacy,3405,UPI
TXN0009,2026-03-29 12:44:00,Shopping,Amazon,2263,NEFT
TXN0200,2026-03-29 12:46:00,Health,Pharmacy,2563,UPI
TXN0813,2026-03-29 15:46:00,Shopping,Priya Stores,2194,NEFT
TXN0611,2026-03-29 17:19:00,Food,Cafe Coffee,1584,UPI
TXN0879,2026-03-29 19:38:00,Shopping,Priya Stores,896,UPI
TXN0810,2026-03-30 08:25:00,Travel,Ola,578,UPI
TXN0757,2026-03-30 08:54:00,Grocery,Fresh Market,2090,UPI
TXN0568,2026-03-30 14:48:00,Shopping,Amazon,6731,NEFT
TXN0552,2026-03-30 16:51:00,Health,Pharmacy,2626,UPI
TXN0121,2026-03-30 20:26:00,Shopping,Priya Stores,3069,NEFT
TXN0176,2026-03-31 11:49:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0114,2026-03-31 13:12:00,Shopping,Book Shop,7015,UPI
TXN0447,2026-03-31 13:17:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0814,2026-03-31 16:07:00,Grocery,Fresh Market,2094,UPI
TXN0857,2026-03-31 20:07:00,Bills,Mobile Recharge,5683,UPI
TXN0419,2026-03-31 20:24:00,Shopping,Book Shop,5787,UPI
TXN0380,2026-04-01 09:46:00,Bills,Mobile Recharge,4656,UPI
TXN0740,2026-04-01 12:33:00,Shopping,Priya Stores,3751,UPI
TXN0062,2026-04-01 15:13:00,Travel,Uber,2062,UPI
TXN0209,2026-04-01 19:59:00,Travel,Ola,1259,UPI
TXN0107,2026-04-01 21:18:00,Bills,Electricity Board,3829,UPI
TXN0011,2026-04-02 13:52:00,Bills,Mobile Recharge,2666,UPI
TXN0296,2026-04-02 14:23:00,Travel,Uber,746,UPI
TXN0977,2026-04-02 14:45:00,Bills,Electricity Board,901,UPI
TXN0972,2026-04-02 21:08:00,Shopping,Flipkart,4202,NEFT
TXN0452,2026-04-03 08:18:00,Food,Cafe Coffee,832,UPI
TXN0492,2026-04-03 09:09:00,Bills,Electricity Board,4957,UPI
TXN0767,2026-04-03 09:49:00,Grocery,Fresh Market,321,UPI
TXN0781,2026-04-03 12:17:00,Shopping,Flipkart,6405,NEFT
TXN0539,2026-04-03 16:40:00,Shopping,Flipkart,1494,UPI
TXN0584,2026-04-03 17:26:00,Food,Restaurant A,350,UPI
TXN0541,2026-04-03 17:27:00,Bills,Mobile Recharge,3522,UPI
TXN0441,2026-04-04 14:21:00,Health,Pharmacy,2617,UPI
TXN0941,2026-04-04 14:32:00,Health,Pharmacy,1529,UPI
TXN0126,2026-04-04 15:21:00,Grocery,Fresh Market,1652,UPI
TXN0521,2026-04-04 16:45:00,Shopping,Priya Stores,6643,UPI
TXN0913,2026-04-04 17:19:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0582,2026-04-04 21:02:00,Travel,Uber,1648,UPI
TXN0105,2026-04-04 21:35:00,Shopping,Book Shop,826,NEFT
TXN0383,2026-04-05 09:57:00,Shopping,Priya Stores,2782,UPI
TXN0181,2026-04-05 10:51:00,Bills,Mobile Recharge,5474,UPI
TXN0951,2026-04-05 11:25:00,Food,Restaurant A,1354,UPI
TXN0597,2026-04-05 13:39:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0019,2026-04-05 14:03:00,Shopping,Flipkart,5990,NEFT
TXN0509,2026-04-05 15:27:00,Health,Pharmacy,3576,UPI
TXN0872,2026-04-05 15:45:00,Travel,Ola,1490,UPI
TXN0654,2026-04-05 18:29:00,Shopping,Flipkart,2295,UPI
TXN0337,2026-04-05 19:26:00,Transfer,Ravi Kumar,9850,NEFT
TXN0464,2026-04-05 19:34:00,Bills,Mobile Recharge,4109,UPI
TXN0732,2026-04-06 09:01:00,Bills,Mobile Recharge,5724,UPI
TXN0373,2026-04-06 10:36:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0476,2026-04-06 11:49:00,Grocery,SuperMart,1605,UPI
TXN0475,2026-04-06 12:01:00,Travel,Uber,484,UPI
TXN0674,2026-04-06 14:31:00,Travel,Ola,1696,UPI
TXN0741,2026-04-06 14:55:00,Travel,Ola,2464,UPI
TXN0656,2026-04-06 15:05:00,Transfer,Ravi Kumar,9998,NEFT
TXN0469,2026-04-06 17:27:00,Health,Pharmacy,1140,UPI
TXN0675,2026-04-07 09:22:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0391,2026-04-07 15:09:00,Travel,Ola,1546,UPI
TXN0762,2026-04-07 15:22:00,Shopping,Amazon,6068,NEFT
TXN0172,2026-04-08 13:35:00,Shopping,Flipkart,4224,NEFT
TXN0618,2026-04-08 14:44:00,Shopping,Book Shop,3327,UPI
TXN0466,2026-04-08 16:34:00,Bills,Electricity Board,3929,UPI
TXN0722,2026-04-08 17:43:00,Shopping,Book Shop,2513,NEFT
TXN0308,2026-04-08 17:45:00,Food,Cafe Coffee,1377,UPI
TXN0365,2026-04-08 18:11:00,Bills,Electricity Board,2915,UPI
TXN0271,2026-04-09 11:15:00,Health,Pharmacy,4463,UPI
TXN0035,2026-04-09 14:30:00,Bills,Mobile Recharge,4334,UPI
TXN0307,2026-04-09 16:14:00,Grocery,Fresh Market,1271,UPI
TXN0585,2026-04-09 16:36:00,Travel,Ola,2402,UPI
TXN0282,2026-04-09 19:19:00,Shopping,Priya Stores,7223,UPI
TXN0157,2026-04-09 19:50:00,Shopping,Amazon,6286,UPI
TXN0072,2026-04-10 12:31:00,Health,Pharmacy,4027,UPI
TXN0166,2026-04-10 13:44:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0442,2026-04-10 14:58:00,Shopping,Priya Stores,3271,UPI
TXN0836,2026-04-10 15:08:00,Bills,Mobile Recharge,1629,UPI
TXN0163,2026-04-10 15:09:00,Bills,Electricity Board,4973,UPI
TXN0791,2026-04-11 14:13:00,Grocery,Fresh Market,1118,UPI
TXN0594,2026-04-11 18:31:00,Transfer,Ravi Kumar,5902,IMPS
TXN0823,2026-04-12 08:29:00,Transfer,Ravi Kumar,11061,UPI
TXN0753,2026-04-12 09:18:00,Food,Restaurant A,532,UPI
TXN0917,2026-04-12 16:38:00,Food,Restaurant A,1487,UPI
TXN0185,2026-04-12 20:12:00,Shopping,Flipkart,1122,UPI
TXN0544,2026-04-12 20:14:00,Transfer,Ravi Kumar,8842,IMPS
TXN0634,2026-04-12 21:26:00,Travel,Ola,913,UPI
TXN0071,2026-04-13 09:00:00,Shopping,Amazon,3604,UPI
TXN0948,2026-04-13 09:10:00,Health,Pharmacy,4110,UPI
TXN0389,2026-04-13 09:11:00,Shopping,Amazon,6570,UPI
TXN0144,2026-04-13 12:09:00,Shopping,Amazon,5874,UPI
TXN0116,2026-04-13 13:36:00,Food,Restaurant A,342,UPI
TXN0590,2026-04-13 16:32:00,Grocery,SuperMart,485,UPI
TXN0415,2026-04-13 16:56:00,Grocery,Fresh Market,1921,UPI
TXN0799,2026-04-13 17:07:00,Bills,Electricity Board,3926,UPI
TXN0645,2026-04-13 19:25:00,Grocery,Fresh Market,1056,UPI
TXN0744,2026-04-14 14:28:00,Travel,Uber,2413,UPI
TXN0871,2026-04-14 16:47:00,Transfer,Ravi Kumar,5558,IMPS
TXN0206,2026-04-14 19:48:00,Shopping,Flipkart,3008,NEFT
TXN0410,2026-04-14 20:06:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0129,2026-04-15 13:34:00,Travel,Uber,1361,UPI
TXN0070,2026-04-15 16:17:00,Travel,Ola,1025,UPI
TXN0628,2026-04-15 19:08:00,Health,Pharmacy,4196,UPI
TXN0844,2026-04-15 19:41:00,Travel,Ola,1852,UPI
TXN0718,2026-04-16 08:46:00,Bills,Mobile Recharge,2312,UPI
TXN0864,2026-04-16 09:00:00,Food,Restaurant A,1543,UPI
TXN0693,2026-04-16 13:07:00,Food,Restaurant A,324,UPI
TXN0626,2026-04-16 13:38:00,Transfer,Ravi Kumar,8739,UPI
TXN0370,2026-04-16 13:47:00,Shopping,Book Shop,4215,NEFT
TXN0378,2026-04-16 14:02:00,Shopping,Book Shop,5950,NEFT
TXN0545,2026-04-16 21:07:00,Travel,Uber,2504,UPI
TXN0474,2026-04-17 08:54:00,Travel,Uber,2206,UPI
TXN0633,2026-04-17 11:00:00,Health,Pharmacy,597,UPI
TXN0273,2026-04-17 13:48:00,Health,Pharmacy,4459,UPI
TXN0869,2026-04-17 14:24:00,Travel,Ola,459,UPI
TXN0598,2026-04-17 17:57:00,Food,Restaurant A,1685,UPI
TXN0944,2026-04-17 20:17:00,Food,Cafe Coffee,755,UPI
TXN0371,2026-04-17 20:27:00,Grocery,Fresh Market,1580,UPI
TXN0605,2026-04-18 10:35:00,Travel,Uber,2978,UPI
TXN0943,2026-04-18 11:49:00,Food,Cafe Coffee,708,UPI
TXN0780,2026-04-18 13:06:00,Travel,Ola,465,UPI
TXN0960,2026-04-18 16:23:00,Grocery,SuperMart,883,UPI
TXN0485,2026-04-18 18:54:00,Shopping,Priya Stores,5602,NEFT
TXN0483,2026-04-19 09:53:00,Shopping,Priya Stores,2860,UPI
TXN0238,2026-04-19 09:57:00,Bills,Electricity Board,2341,UPI
TXN0670,2026-04-19 13:52:00,Transfer,Ravi Kumar,2044,IMPS
TXN0892,2026-04-19 19:50:00,Shopping,Amazon,4413,UPI
TXN0208,2026-04-19 20:43:00,Bills,Electricity Board,3209,UPI
TXN0797,2026-04-19 21:28:00,Travel,Uber,452,UPI
TXN0489,2026-04-20 08:01:00,Bills,Mobile Recharge,3390,UPI
TXN0858,2026-04-20 10:49:00,Bills,Mobile Recharge,1640,UPI
TXN0990,2026-04-20 10:56:00,Food,Cafe Coffee,639,UPI
TXN0372,2026-04-20 13:20:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0902,2026-04-20 13:22:00,Shopping,Priya Stores,1645,UPI
TXN0644,2026-04-20 16:47:00,Food,Cafe Coffee,377,UPI
TXN0384,2026-04-20 17:34:00,Shopping,Priya Stores,7204,UPI
TXN0375,2026-04-21 09:38:00,Transfer,Ravi Kumar,7105,UPI
TXN0104,2026-04-21 10:10:00,Grocery,SuperMart,1562,UPI
TXN0581,2026-04-21 10:17:00,Health,Pharmacy,2466,UPI
TXN0405,2026-04-21 10:59:00,Shopping,Amazon,3614,UPI
TXN0191,2026-04-21 14:10:00,Salary,ABC Ltd,50000,Bank Transfer
TXN0770,2026-04-21 15:39:00,Bills,Electricity Board,5044,UPI
TXN0369,2026-04-21 15:42:00,Health,Pharmacy,2171,UPI
TXN0124,2026-04-22 08:01:00,Bills,Electricity Board,4910,UPI
TXN0408,2026-04-22 08:19:00,Travel,Ola,468,UPI
TXN0519,2026-04-22 12:41:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0747,2026-04-22 19:00:00,Shopping,Priya Stores,3213,UPI
TXN0460,2026-04-23 08:44:00,Travel,Uber,1642,UPI
TXN0855,2026-04-23 10:00:00,Shopping,Priya Stores,7150,UPI
TXN0242,2026-04-23 10:07:00,Travel,Ola,2970,UPI
TXN0785,2026-04-23 13:42:00,Travel,Uber,2816,UPI
TXN0510,2026-04-23 14:35:00,Food,Cafe Coffee,582,UPI
TXN0882,2026-04-23 15:47:00,Grocery,SuperMart,2052,UPI
TXN0052,2026-04-23 16:49:00,Travel,Ola,645,UPI
TXN0091,2026-04-23 17:16:00,Transfer,Ravi Kumar,5956,IMPS
TXN0294,2026-04-24 10:50:00,Transfer,Ravi Kumar,5906,UPI
TXN0250,2026-04-24 12:44:00,Shopping,Amazon,5295,NEFT
TXN0397,2026-04-24 15:04:00,Food,Restaurant A,641,UPI
TXN0341,2026-04-24 15:35:00,Shopping,Flipkart,7507,NEFT
TXN0845,2026-04-24 16:20:00,Shopping,Amazon,1177,UPI
TXN0101,2026-04-24 17:24:00,Transfer,Ravi Kumar,8007,IMPS
TXN0149,2026-04-24 18:27:00,Shopping,Book Shop,6392,NEFT
TXN0261,2026-04-24 20:58:00,Grocery,SuperMart,1133,UPI
TXN0527,2026-04-24 21:01:00,Grocery,Fresh Market,863,UPI
TXN0518,2026-04-25 08:43:00,Transfer,Ravi Kumar,6776,IMPS
TXN0462,2026-04-25 11:59:00,Bills,Electricity Board,2459,UPI
TXN0808,2026-04-25 14:23:00,Travel,Uber,2046,UPI
TXN0798,2026-04-25 18:12:00,Travel,Ola,2534,UPI
TXN0480,2026-04-25 18:30:00,Grocery,SuperMart,624,UPI
TXN0424,2026-04-25 19:37:00,Health,Pharmacy,4924,UPI
TXN0648,2026-04-25 20:51:00,Food,Restaurant A,875,UPI
TXN0357,2026-04-25 21:16:00,Food,Cafe Coffee,1251,UPI
TXN0430,2026-04-26 08:38:00,Grocery,SuperMart,1810,UPI
TXN0571,2026-04-26 12:13:00,Shopping,Amazon,1293,UPI
TXN0854,2026-04-26 12:29:00,Food,Cafe Coffee,378,UPI
TXN0473,2026-04-26 13:57:00,Health,Pharmacy,518,UPI
TXN0824,2026-04-26 18:06:00,Travel,Uber,1742,UPI
TXN0434,2026-04-26 21:49:00,Bills,Mobile Recharge,5839,UPI
TXN0040,2026-04-27 08:03:00,Transfer,Ravi Kumar,5315,IMPS
TXN0285,2026-04-27 08:15:00,Transfer,Ravi Kumar,3361,NEFT
TXN0256,2026-04-27 09:30:00,Food,Cafe Coffee,716,UPI
TXN0665,2026-04-27 10:15:00,Bills,Electricity Board,3903,UPI
TXN0148,2026-04-27 10:16:00,Shopping,Priya Stores,4306,NEFT
TXN0328,2026-04-27 14:17:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0366,2026-04-27 16:37:00,Bills,Mobile Recharge,4024,UPI
TXN0936,2026-04-27 16:43:00,Food,Cafe Coffee,313,UPI
TXN0666,2026-04-27 17:37:00,Grocery,SuperMart,2193,UPI
TXN0018,2026-04-27 18:50:00,Shopping,Book Shop,3488,UPI
TXN0828,2026-04-28 09:56:00,Food,Restaurant A,1573,UPI
TXN0725,2026-04-28 10:52:00,Transfer,Ravi Kumar,6770,UPI
TXN0681,2026-04-28 13:54:00,Shopping,Amazon,2758,UPI
TXN0848,2026-04-28 17:39:00,Transfer,Ravi Kumar,9115,IMPS
TXN0832,2026-04-28 18:32:00,Shopping,Amazon,7166,NEFT
TXN0874,2026-04-28 18:50:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0267,2026-04-29 10:00:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0171,2026-04-29 11:06:00,Grocery,SuperMart,1365,UPI
TXN0566,2026-04-29 11:28:00,Food,Cafe Coffee,1442,UPI
TXN0973,2026-04-29 12:31:00,Shopping,Book Shop,1482,UPI
TXN0953,2026-04-29 14:17:00,Bills,Mobile Recharge,4541,UPI
TXN0433,2026-04-29 17:54:00,Bills,Electricity Board,836,UPI
TXN0679,2026-04-29 19:29:00,Transfer,Ravi Kumar,9920,NEFT
TXN0793,2026-04-29 20:05:00,Shopping,Flipkart,4091,NEFT
TXN0423,2026-04-29 20:52:00,Bills,Mobile Recharge,5247,UPI
TXN0465,2026-04-29 21:07:00,Food,Restaurant A,1793,UPI
TXN0324,2026-04-30 09:17:00,Shopping,Amazon,6678,UPI
TXN0652,2026-04-30 13:14:00,Shopping,Amazon,3821,NEFT
TXN0135,2026-04-30 15:32:00,Travel,Ola,2917,UPI
TXN0714,2026-04-30 17:06:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0542,2026-04-30 21:42:00,Bills,Electricity Board,1563,UPI
TXN0252,2026-05-01 13:56:00,Travel,Uber,1515,UPI
TXN0427,2026-05-01 15:32:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0220,2026-05-01 16:10:00,Travel,Ola,1545,UPI
TXN0479,2026-05-01 19:52:00,Shopping,Book Shop,1636,NEFT
TXN0607,2026-05-01 20:33:00,Transfer,Ravi Kumar,2020,IMPS
TXN0914,2026-05-01 21:08:00,Grocery,Fresh Market,368,UPI
TXN0745,2026-05-02 08:57:00,Salary,ABC Ltd,42000,Bank Transfer
TXN0060,2026-05-02 12:08:00,Shopping,Priya Stores,4374,NEFT
TXN0151,2026-05-02 15:40:00,Food,Restaurant A,1739,UPI
TXN0207,2026-05-02 17:26:00,Bills,Electricity Board,3316,UPI
TXN0162,2026-05-03 08:06:00,Food,Cafe Coffee,811,UPI
TXN0995,2026-05-03 09:02:00,Grocery,Fresh Market,1445,UPI
TXN0655,2026-05-03 10:36:00,Travel,Ola,2631,UPI
TXN0709,2026-05-03 11:33:00,Shopping,Book Shop,7930,NEFT
TXN0711,2026-05-03 12:08:00,Transfer,Ravi Kumar,10902,IMPS
TXN0616,2026-05-03 13:57:00,Bills,Electricity Board,2740,UPI
TXN0629,2026-05-03 19:06:00,Shopping,Flipkart,6692,NEFT
TXN0277,2026-05-04 13:53:00,Food,Cafe Coffee,1330,UPI
TXN0194,2026-05-04 15:56:00,Travel,Uber,2576,UPI
TXN0842,2026-05-05 10:19:00,Shopping,Flipkart,7178,NEFT
TXN0074,2026-05-05 10:38:00,Shopping,Flipkart,2930,UPI
TXN0454,2026-05-05 11:16:00,Shopping,Flipkart,1626,UPI
TXN0838,2026-05-05 18:50:00,Bills,Electricity Board,5785,UPI
TXN0276,2026-05-06 10:32:00,Travel,Ola,2356,UPI
TXN0761,2026-05-06 11:53:00,Food,Cafe Coffee,1332,UPI
TXN0829,2026-05-06 17:00:00,Salary,ABC Ltd,48000,Bank Transfer
TXN0283,2026-05-07 08:37:00,Shopping,Amazon,4614,NEFT
TXN0696,2026-05-07 08:48:00,Food,Cafe Coffee,1517,UPI
TXN0909,2026-05-07 14:35:00,Grocery,Fresh Market,1287,UPI
TXN0989,2026-05-08 08:30:00,Travel,Uber,2948,UPI
TXN0575,2026-05-08 13:15:00,Travel,Ola,244,UPI
TXN0994,2026-05-08 15:01:00,Health,Pharmacy,4811,UPI
TXN0716,2026-05-08 15:57:00,Grocery,Fresh Market,2223,UPI
TXN0937,2026-05-08 17:40:00,Shopping,Amazon,3512,UPI
TXN0300,2026-05-08 17:57:00,Shopping,Amazon,2402,NEFT
TXN0910,2026-05-08 18:53:00,Bills,Mobile Recharge,1081,UPI
TXN0511,2026-05-08 19:48:00,Travel,Ola,1654,UPI
TXN0268,2026-05-08 20:13:00,Food,Restaurant A,1242,UPI
TXN0436,2026-05-09 10:34:00,Grocery,SuperMart,2145,UPI
TXN0077,2026-05-09 17:03:00,Shopping,Amazon,965,UPI
TXN0244,2026-05-09 17:12:00,Travel,Ola,1943,UPI
TXN0406,2026-05-09 17:32:00,Shopping,Book Shop,5972,NEFT
TXN0946,2026-05-09 19:29:00,Health,Pharmacy,731,UPI
TXN0918,2026-05-09 21:05:00,Travel,Uber,1884,UPI
TXN0429,2026-05-10 09:15:00,Food,Restaurant A,1145,UPI
TXN0089,2026-05-10 12:31:00,Shopping,Amazon,3359,UPI
TXN0456,2026-05-10 21:09:00,Bills,Electricity Board,4813,UPI
TXN0493,2026-05-10 21:25:00,Bills,Electricity Board,5039,UPI
TXN0849,2026-05-11 09:55:00,Bills,Mobile Recharge,1435,UPI
TXN0907,2026-05-11 11:13:00,Transfer,Ravi Kumar,7418,NEFT
TXN0806,2026-05-11 20:44:00,Bills,Electricity Board,5071,UPI
TXN0398,2026-05-12 09:56:00,Food,Cafe Coffee,1080,UPI
TXN0505,2026-05-12 14:47:00,Shopping,Book Shop,4948,NEFT
TXN0771,2026-05-12 14:57:00,Grocery,Fresh Market,407,UPI
TXN0569,2026-05-12 17:35:00,Grocery,Fresh Market,1607,UPI
TXN0470,2026-05-13 10:07:00,Food,Restaurant A,371,UPI
TXN0819,2026-05-13 10:58:00,Bills,Electricity Board,1811,UPI
TXN0512,2026-05-13 12:33:00,Shopping,Priya Stores,1176,NEFT
TXN0548,2026-05-13 13:52:00,Shopping,Amazon,7692,UPI
TXN0592,2026-05-13 15:47:00,Shopping,Amazon,5466,UPI
TXN0227,2026-05-14 14:29:00,Travel,Ola,1963,UPI
TXN0962,2026-05-14 15:02:00,Transfer,Ravi Kumar,7102,NEFT
TXN0153,2026-05-14 16:16:00,Salary,ABC Ltd,45000,Bank Transfer
TXN0930,2026-05-14 16:49:00,Shopping,Priya Stores,7237,NEFT
TXN0728,2026-05-15 08:34:00,Shopping,Book Shop,7436,UPI
TXN0934,2026-05-15 09:05:00,Food,Restaurant A,1658,UPI
TXN0356,2026-05-15 09:56:00,Transfer,Ravi Kumar,2041,NEFT
TXN0739,2026-05-15 10:32:00,Shopping,Flipkart,2072,NEFT
TXN0659,2026-05-15 15:37:00,Bills,Electricity Board,3463,UPI
TXN0440,2026-05-15 16:55:00,Bills,Mobile Recharge,1800,UPI
